     Antarctic_slope            Shelf_press             SO_press_down_mod
   1.0789665554596897e+00   1.4455408447602076e+03   1.4447904231728448e+03
   1.0801898968952164e+00   1.4475752164744717e+03   1.4468237354251471e+03
   1.0814132383307431e+00   1.4496096075411565e+03   1.4488570670105737e+03
   1.0826365797662700e+00   1.4516440179595957e+03   1.4508904179284611e+03
   1.0838599212017965e+00   1.4536784477291233e+03   1.4529237881781444e+03
   1.0850832626373235e+00   1.4557128968490747e+03   1.4549571777589597e+03
   1.0863066040728502e+00   1.4577473653187840e+03   1.4569905866702418e+03
   1.0875299455083769e+00   1.4597818531375851e+03   1.4590240149113258e+03
   1.0887532869439038e+00   1.4618163603048133e+03   1.4610574624815483e+03
   1.0899766283794303e+00   1.4638508868198023e+03   1.4630909293802436e+03
   1.0911999698149573e+00   1.4658854326818869e+03   1.4651244156067485e+03
   1.0924233112504840e+00   1.4679199978904014e+03   1.4671579211603971e+03
   1.0936466526860107e+00   1.4699545824446798e+03   1.4691914460405253e+03
   1.0938194733619344e+00   1.4719891863440566e+03   1.4712249902464689e+03
   1.0939922940378584e+00   1.4740238095878663e+03   1.4732585537775619e+03
   1.0941651147137819e+00   1.4760584521754433e+03   1.4752921366331416e+03
   1.0943379353897060e+00   1.4780931141061214e+03   1.4773257388125419e+03
   1.0945107560656295e+00   1.4801277953792353e+03   1.4793593603150985e+03
   1.0946835767415533e+00   1.4821624959941187e+03   1.4813930011401471e+03
   1.0948563974174772e+00   1.4841972159501063e+03   1.4834266612870222e+03
   1.0950292180934009e+00   1.4862319552465328e+03   1.4854603407550601e+03
   1.0952020387693246e+00   1.4882667138827321e+03   1.4874940395435951e+03
   1.0953748594452484e+00   1.4903014918580373e+03   1.4895277576519629e+03
   1.0955476801211723e+00   1.4923362891717841e+03   1.4915614950794993e+03
   1.0957205007970958e+00   1.4943711058233062e+03   1.4935952518255383e+03
   1.0958933214730198e+00   1.4964059418119371e+03   1.4956290278894162e+03
   1.0960661421489435e+00   1.4984407971370122e+03   1.4976628232704679e+03
   1.0962389628248672e+00   1.5004756717978642e+03   1.4996966379680282e+03
   1.0964117835007909e+00   1.5025105657938286e+03   1.5017304719814319e+03
   1.0965846041767149e+00   1.5045454791242385e+03   1.5037643253100159e+03
   1.0967574248526386e+00   1.5065804117884286e+03   1.5057981979531137e+03
   1.0969302455285623e+00   1.5086153637857328e+03   1.5078320899100613e+03
   1.0971030662044861e+00   1.5106503351154847e+03   1.5098660011801931e+03
   1.0972758868804100e+00   1.5126853257770188e+03   1.5118999317628450e+03
   1.0974487075563337e+00   1.5147203357696696e+03   1.5139338816573513e+03
   1.0976215282322577e+00   1.5167553650927703e+03   1.5159678508630475e+03
   1.0977943489081812e+00   1.5187904137456553e+03   1.5180018393792686e+03
   1.0979671695841051e+00   1.5208254817276581e+03   1.5200358472053499e+03
   1.0981399902600288e+00   1.5228605690381139e+03   1.5220698743406265e+03
   1.0983128109359526e+00   1.5248956756763553e+03   1.5241039207844324e+03
   1.0984856316118763e+00   1.5269308016417169e+03   1.5261379865361039e+03
   1.0986584522878000e+00   1.5289659469335331e+03   1.5281720715949757e+03
   1.0988312729637240e+00   1.5310011115511365e+03   1.5302061759603816e+03
   1.0990040936396477e+00   1.5330362954938623e+03   1.5322402996316580e+03
   1.0991769143155714e+00   1.5350714987610440e+03   1.5342744426081392e+03
   1.0993497349914951e+00   1.5371067213520153e+03   1.5363086048891605e+03
   1.0995225556674189e+00   1.5391419632661105e+03   1.5383427864740561e+03
   1.0996953763433428e+00   1.5411772245026627e+03   1.5403769873621616e+03
   1.0998681970192665e+00   1.5432125050610064e+03   1.5424112075528119e+03
   1.1000410176951902e+00   1.5452478049404751e+03   1.5444454470453418e+03
   1.1002138383711140e+00   1.5472831241404024e+03   1.5464797058390855e+03
   1.1003866590470379e+00   1.5493184626601228e+03   1.5485139839333788e+03
   1.1005594797229616e+00   1.5513538204989700e+03   1.5505482813275560e+03
   1.1007323003988854e+00   1.5533891976562777e+03   1.5525825980209524e+03
   1.1009051210748091e+00   1.5554245941313786e+03   1.5546169340129024e+03
   1.1010779417507330e+00   1.5574600099236079e+03   1.5566512893027405e+03
   1.1012507624266568e+00   1.5594954450322991e+03   1.5586856638898023e+03
   1.1014235831025805e+00   1.5615308994567849e+03   1.5607200577734220e+03
   1.1015964037785042e+00   1.5635663731964000e+03   1.5627544709529343e+03
   1.1017692244544282e+00   1.5656018662504780e+03   1.5647889034276748e+03
   1.1019420451303517e+00   1.5676373786183522e+03   1.5668233551969770e+03
   1.1021148658062756e+00   1.5696729102993563e+03   1.5688578262601766e+03
   1.1022876864821993e+00   1.5717084612928243e+03   1.5708923166166078e+03
   1.1015368873483000e+00   1.5737440315980896e+03   1.5729268262656051e+03
   1.1007860882144005e+00   1.5757796212144856e+03   1.5749613552065039e+03
   1.1000352890805014e+00   1.5778152301413468e+03   1.5769959034386386e+03
   1.0992844899466021e+00   1.5798508583780058e+03   1.5790304709613433e+03
   1.0985336908127026e+00   1.5818865059237962e+03   1.5810650577739536e+03
   1.0977828916788033e+00   1.5839221727780525e+03   1.5830996638758036e+03
   1.0970320925449040e+00   1.5859578589401078e+03   1.5851342892662274e+03
   1.0962812934110047e+00   1.5879935644092952e+03   1.5871689339445604e+03
   1.0955304942771054e+00   1.5900292891849488e+03   1.5892035979101365e+03
   1.0947796951432061e+00   1.5920650332664020e+03   1.5912382811622911e+03
   1.0940288960093065e+00   1.5941007966529880e+03   1.5932729837003581e+03
   1.0932780968754072e+00   1.5961365793440402e+03   1.5953077055236724e+03
   1.0925272977415079e+00   1.5981723813388935e+03   1.5973424466315682e+03
   1.0917764986076084e+00   1.6002082026368792e+03   1.5993772070233806e+03
   1.0910256994737091e+00   1.6022440432373326e+03   1.6014119866984431e+03
   1.0902749003398098e+00   1.6042799031395857e+03   1.6034467856560916e+03
   1.0895241012059103e+00   1.6063157823429729e+03   1.6054816038956596e+03
   1.0887733020720112e+00   1.6083516808468271e+03   1.6075164414164815e+03
   1.0880225029381119e+00   1.6103875986504822e+03   1.6095512982178921e+03
   1.0872717038042126e+00   1.6124235357532714e+03   1.6115861742992258e+03
   1.0865209046703133e+00   1.6144594921545277e+03   1.6136210696598168e+03
   1.0857701055364140e+00   1.6164954678535848e+03   1.6156559842989998e+03
   1.0850193064025144e+00   1.6185314628497756e+03   1.6176909182161091e+03
   1.0842685072686149e+00   1.6205674771424342e+03   1.6197258714104794e+03
   1.0835177081347158e+00   1.6226035107308930e+03   1.6217608438814448e+03
   1.0827669090008163e+00   1.6246395636144866e+03   1.6237958356283389e+03
   1.0820161098669170e+00   1.6266756357925474e+03   1.6258308466504971e+03
   1.0812653107330177e+00   1.6287117272644084e+03   1.6278658769472536e+03
   1.0805145115991184e+00   1.6307478380294040e+03   1.6299009265179425e+03
   1.0797637124652191e+00   1.6327839680868658e+03   1.6319359953618980e+03
   1.0790129133313195e+00   1.6348201174361284e+03   1.6339710834784541e+03
   1.0782621141974202e+00   1.6368562860765246e+03   1.6360061908669461e+03
   1.0775113150635209e+00   1.6388924740073874e+03   1.6380413175267072e+03
   1.0767605159296216e+00   1.6409286812280509e+03   1.6400764634570728e+03
   1.0760097167957223e+00   1.6429649077378467e+03   1.6421116286573758e+03
   1.0752589176618228e+00   1.6450011535361095e+03   1.6441468131269517e+03
   1.0745081185279237e+00   1.6470374186221713e+03   1.6461820168651332e+03
   1.0737573193940242e+00   1.6490737029953664e+03   1.6482172398712564e+03
   1.0730065202601249e+00   1.6511100066550275e+03   1.6502524821446539e+03
   1.0722557211262256e+00   1.6531463296004868e+03   1.6522877436846609e+03
   1.0715049219923263e+00   1.6551826718310786e+03   1.6543230244906106e+03
   1.0707541228584270e+00   1.6572190333461353e+03   1.6563583245618379e+03
   1.0700033237245274e+00   1.6592554141449905e+03   1.6583936438976768e+03
   1.0692525245906281e+00   1.6612918142269768e+03   1.6604289824974610e+03
   1.0685017254567288e+00   1.6633282335914278e+03   1.6624643403605257e+03
   1.0677509263228295e+00   1.6653646722376761e+03   1.6644997174862037e+03
   1.0670001271889300e+00   1.6674011301650548e+03   1.6665351138738297e+03
   1.0662493280550307e+00   1.6694376073728972e+03   1.6685705295227376e+03
   1.0654985289211314e+00   1.6714741038605355e+03   1.6706059644322622e+03
   1.0647477297872321e+00   1.6735106196273036e+03   1.6726414186017364e+03
   1.0634378403014799e+00   1.6755471546725344e+03   1.6746768920304946e+03
   1.0621279508157275e+00   1.6775837089955603e+03   1.6767123847178714e+03
   1.0608180613299754e+00   1.6796202825957148e+03   1.6787478966631998e+03
   1.0595081718442234e+00   1.6816568754723305e+03   1.6807834278658149e+03
   1.0581982823584710e+00   1.6836934876247406e+03   1.6828189783250500e+03
   1.0568883928727189e+00   1.6857301190522774e+03   1.6848545480402395e+03
   1.0555785033869667e+00   1.6877667697542745e+03   1.6868901370107167e+03
   1.0542686139012145e+00   1.6898034397300648e+03   1.6889257452358161e+03
   1.0529587244154623e+00   1.6918401289789806e+03   1.6909613727148712e+03
   1.0516488349297102e+00   1.6938768375003551e+03   1.6929970194472160e+03
   1.0503389454439580e+00   1.6959135652935213e+03   1.6950326854321852e+03
   1.0490290559582056e+00   1.6979503123578120e+03   1.6970683706691116e+03
   1.0477191664724534e+00   1.6999870786925599e+03   1.6991040751573298e+03
   1.0464092769867013e+00   1.7020238642970980e+03   1.7011397988961737e+03
   1.0450993875009491e+00   1.7040606691707583e+03   1.7031755418849762e+03
   1.0437894980151969e+00   1.7060974933128746e+03   1.7052113041230723e+03
   1.0424796085294445e+00   1.7081343367227789e+03   1.7072470856097955e+03
   1.0411697190436926e+00   1.7101711993998049e+03   1.7092828863444786e+03
   1.0398598295579402e+00   1.7122080813432847e+03   1.7113187063264568e+03
   1.0385499400721880e+00   1.7142449825525507e+03   1.7133545455550632e+03
   1.0372400505864359e+00   1.7162819030269366e+03   1.7153904040296320e+03
   1.0359301611006837e+00   1.7183188427657749e+03   1.7174262817494964e+03
   1.0346202716149315e+00   1.7203558017683970e+03   1.7194621787139904e+03
   1.0333103821291794e+00   1.7223927800341366e+03   1.7214980949224475e+03
   1.0320004926434270e+00   1.7244297775623268e+03   1.7235340303742028e+03
   1.0306906031576748e+00   1.7264667943522995e+03   1.7255699850685880e+03
   1.0293807136719226e+00   1.7285038304033881e+03   1.7276059590049374e+03
   1.0280708241861705e+00   1.7305408857149246e+03   1.7296419521825856e+03
   1.0267609347004183e+00   1.7325779602862417e+03   1.7316779646008656e+03
   1.0254510452146661e+00   1.7346150541166719e+03   1.7337139962591116e+03
   1.0241411557289140e+00   1.7366521672055483e+03   1.7357500471566561e+03
   1.0228312662431618e+00   1.7386892995522030e+03   1.7377861172928338e+03
   1.0215213767574094e+00   1.7407264511559690e+03   1.7398222066669780e+03
   1.0202114872716574e+00   1.7427636220161783e+03   1.7418583152784215e+03
   1.0189015977859051e+00   1.7448008121321643e+03   1.7438944431264997e+03
   1.0175917083001529e+00   1.7468380215032585e+03   1.7459305902105441e+03
   1.0162818188144007e+00   1.7488752501287936e+03   1.7479667565298907e+03
   1.0149719293286485e+00   1.7509124980081033e+03   1.7500029420838700e+03
   1.0136620398428964e+00   1.7529497651405186e+03   1.7520391468718187e+03
   1.0123521503571440e+00   1.7549870515253724e+03   1.7540753708930683e+03
   1.0110422608713918e+00   1.7570243571619978e+03   1.7561116141469529e+03
   1.0097323713856396e+00   1.7590616820497271e+03   1.7581478766328064e+03
   1.0084224818998875e+00   1.7610990261878919e+03   1.7601841583499615e+03
   1.0071125924141353e+00   1.7631363895758254e+03   1.7622204592977523e+03
   1.0058027029283831e+00   1.7651737722128603e+03   1.7642567794755114e+03
   1.0044928134426310e+00   1.7672111740983280e+03   1.7662931188825742e+03
   1.0031829239568786e+00   1.7692485952315619e+03   1.7683294775182724e+03
   1.0018730344711264e+00   1.7712860356118938e+03   1.7703658553819391e+03
   1.0005631449853742e+00   1.7733234952386561e+03   1.7724022524729098e+03
   9.9925325549962207e-01   1.7753609741111811e+03   1.7744386687905167e+03
   9.9782999526621230e-01   1.7773984722288014e+03   1.7764751043340921e+03
   9.9640673503280242e-01   1.7794359895908499e+03   1.7785115591029710e+03
   9.9498347479939264e-01   1.7814735261966573e+03   1.7805480330964863e+03
   9.9356021456598298e-01   1.7835110820455575e+03   1.7825845263139713e+03
   9.9213695433257310e-01   1.7855486571368820e+03   1.7846210387547594e+03
   9.9071369409916321e-01   1.7875862514699631e+03   1.7866575704181837e+03
   9.8929043386575355e-01   1.7896238650441337e+03   1.7886941213035782e+03
   9.8786717363234366e-01   1.7916614978587254e+03   1.7907306914102753e+03
   9.8644391339893389e-01   1.7936991499130704e+03   1.7927672807376089e+03
   9.8502065316552412e-01   1.7957368212065014e+03   1.7948038892849122e+03
   9.8359739293211434e-01   1.7977745117383502e+03   1.7968405170515186e+03
   9.8217413269870457e-01   1.7998122215079495e+03   1.7988771640367606e+03
   9.8075087246529469e-01   1.8018499505146312e+03   1.8009138302399731e+03
   9.7932761223188491e-01   1.8038876987577271e+03   1.8029505156604871e+03
   9.7790435199847514e-01   1.8059254662365706e+03   1.8049872202976371e+03
   9.7648109176506526e-01   1.8079632529504925e+03   1.8070239441507574e+03
   9.7505783153165537e-01   1.8100010588988257e+03   1.8090606872191790e+03
   9.7363457129824571e-01   1.8120388840809014e+03   1.8110974495022363e+03
   9.7221131106483594e-01   1.8140767284960539e+03   1.8131342309992626e+03
   9.7078805083142605e-01   1.8161145921436130e+03   1.8151710317095906e+03
   9.6936479059801639e-01   1.8181524750229119e+03   1.8172078516325539e+03
   9.6794153036460662e-01   1.8201903771332825e+03   1.8192446907674846e+03
   9.6651827013119684e-01   1.8222282984740568e+03   1.8212815491137171e+03
   9.6509500989778685e-01   1.8242662390445664e+03   1.8233184266705839e+03
   9.6367174966437719e-01   1.8263041988441441e+03   1.8253553234374187e+03
   9.6224848943096730e-01   1.8283421778721226e+03   1.8273922394135539e+03
   9.6082522919755764e-01   1.8303801761278321e+03   1.8294291745983230e+03
   9.5940196896414776e-01   1.8324181936106063e+03   1.8314661289910587e+03
   9.5797870873073798e-01   1.8344562303197761e+03   1.8335031025910946e+03
   9.5655544849732821e-01   1.8364942862546743e+03   1.8355400953977630e+03
   9.5513218826391832e-01   1.8385323614146319e+03   1.8375771074103975e+03
   9.5370892803050855e-01   1.8405704557989814e+03   1.8396141386283311e+03
   9.5228566779709878e-01   1.8426085694070548e+03   1.8416511890508964e+03
   9.5086240756368889e-01   1.8446467022381844e+03   1.8436882586774266e+03
   9.4943914733027912e-01   1.8466848542917016e+03   1.8457253475072548e+03
   9.4801588709686935e-01   1.8487230255669381e+03   1.8477624555397140e+03
   9.4659262686345946e-01   1.8507612160632268e+03   1.8497995827741372e+03
   9.4516936663004969e-01   1.8527994257798989e+03   1.8518367292098576e+03
   9.4374610639663992e-01   1.8548376547162861e+03   1.8538738948462078e+03
   9.4232284616323014e-01   1.8568759028717207e+03   1.8559110796825203e+03
   9.4089958592982037e-01   1.8589141702455345e+03   1.8579482837181283e+03
   9.3947632569641060e-01   1.8609524568370589e+03   1.8599855069523653e+03
   9.3805306546300082e-01   1.8629907626456268e+03   1.8620227493845639e+03
   9.3662980522959105e-01   1.8650290876705683e+03   1.8640600110140567e+03
   9.3520654499618117e-01   1.8670674319112170e+03   1.8660972918401758e+03
   9.3378328476277139e-01   1.8691057953669047e+03   1.8681345918622562e+03
   9.3236002452936162e-01   1.8711441780369610e+03   1.8701719110796291e+03
   9.3093676429595185e-01   1.8731825799207195e+03   1.8722092494916276e+03
   9.2951350406254196e-01   1.8752210010175122e+03   1.8742466070975847e+03
   9.2809024382913219e-01   1.8772594413266697e+03   1.8762839838968332e+03
   9.2689164691354919e-01   1.8792979008475240e+03   1.8783213798887064e+03
   9.2569304999796631e-01   1.8813363795794080e+03   1.8803587950725359e+03
   9.2449445308238332e-01   1.8833748775216516e+03   1.8823962294476551e+03
   9.2329585616680054e-01   1.8854133946735878e+03   1.8844336830133964e+03
   9.2209725925121755e-01   1.8874519310345488e+03   1.8864711557690939e+03
   9.2089866233563467e-01   1.8894904866038644e+03   1.8885086477140794e+03
   9.1970006542005167e-01   1.8915290613808679e+03   1.8905461588476853e+03
   9.1850146850446879e-01   1.8935676553648902e+03   1.8925836891692447e+03
   9.1730287158888579e-01   1.8956062685552629e+03   1.8946212386780901e+03
   9.1610427467330280e-01   1.8976449009513180e+03   1.8966588073735543e+03
   9.1490567775771992e-01   1.8996835525523875e+03   1.8986963952549709e+03
   9.1370708084213692e-01   1.9017222233578018e+03   1.9007340023216705e+03
   9.1250848392655404e-01   1.9037609133668930e+03   1.9027716285729873e+03
   9.1130988701097104e-01   1.9057996225789939e+03   1.9048092740082534e+03
   9.1011129009538805e-01   1.9078383509934345e+03   1.9068469386268025e+03
   9.0891269317980516e-01   1.9098770986095469e+03   1.9088846224279657e+03
   9.0771409626422228e-01   1.9119158654266625e+03   1.9109223254110764e+03
   9.0651549934863940e-01   1.9139546514441136e+03   1.9129600475754671e+03
   9.0531690243305651e-01   1.9159934566612305e+03   1.9149977889204702e+03
   9.0411830551747352e-01   1.9180322810773459e+03   1.9170355494454188e+03
   9.0291970860189064e-01   1.9200711246917913e+03   1.9190733291496449e+03
   9.0172111168630775e-01   1.9221099875038967e+03   1.9211111280324812e+03
   9.0052251477072476e-01   1.9241488695129954e+03   1.9231489460932605e+03
   8.9932391785514176e-01   1.9261877707184181e+03   1.9251867833313149e+03
   8.9812532093955877e-01   1.9282266911194954e+03   1.9272246397459769e+03
   8.9692672402397589e-01   1.9302656307155605e+03   1.9292625153365798e+03
   8.9572812710839300e-01   1.9323045895059438e+03   1.9313004101024555e+03
   8.9452953019281001e-01   1.9343435674899761e+03   1.9333383240429366e+03
   8.9333093327722701e-01   1.9363825646669904e+03   1.9353762571573550e+03
   8.9213233636164413e-01   1.9384215810363175e+03   1.9374142094450442e+03
   8.9093373944606125e-01   1.9404606165972882e+03   1.9394521809053360e+03
   8.8973514253047825e-01   1.9424996713492342e+03   1.9414901715375631e+03
   8.8853654561489537e-01   1.9445387452914870e+03   1.9435281813410575e+03
   8.8733794869931237e-01   1.9465778384233779e+03   1.9455662103151521e+03
   8.8613935178372949e-01   1.9486169507442380e+03   1.9476042584591794e+03
   8.8494075486814661e-01   1.9506560822534000e+03   1.9496423257724712e+03
   8.8374215795256361e-01   1.9526952329501933e+03   1.9516804122543604e+03
   8.8254356103698073e-01   1.9547344028339503e+03   1.9537185179041790e+03
   8.8134496412139773e-01   1.9567735919040015e+03   1.9557566427212596e+03
   8.8014636720581485e-01   1.9588128001596797e+03   1.9577947867049345e+03
   8.7894777029023197e-01   1.9608520276003148e+03   1.9598329498545361e+03
   8.7774917337464897e-01   1.9628912742252378e+03   1.9618711321693968e+03
   8.7655057645906598e-01   1.9649305400337817e+03   1.9639093336488484e+03
   8.7535197954348298e-01   1.9669698250252764e+03   1.9659475542922237e+03
   8.7415338262790010e-01   1.9690091291990534e+03   1.9679857940988547e+03
   8.7295478571231722e-01   1.9710484525544441e+03   1.9700240530680744e+03
   8.7175618879673422e-01   1.9730877950907795e+03   1.9720623311992142e+03
   8.7055759188115134e-01   1.9751271568073905e+03   1.9741006284916066e+03
   8.6935899496556834e-01   1.9771665377036095e+03   1.9761389449445842e+03
   8.6816039804998546e-01   1.9792059377787662e+03   1.9781772805574781e+03
   8.6729600896516335e-01   1.9812453570321932e+03   1.9802156353296227e+03
   8.6643161988034145e-01   1.9832847954632198e+03   1.9822540092603485e+03
   8.6556723079551934e-01   1.9853242530711793e+03   1.9842924023489877e+03
   8.6470284171069745e-01   1.9873637298554011e+03   1.9863308145948731e+03
   8.6383845262587544e-01   1.9894032258152179e+03   1.9883692459973365e+03
   8.6297406354105333e-01   1.9914427409499590e+03   1.9904076965557110e+03
   8.6210967445623143e-01   1.9934822752589571e+03   1.9924461662693273e+03
   8.6124528537140932e-01   1.9955218287415423e+03   1.9944846551375185e+03
   8.6038089628658743e-01   1.9975614013970460e+03   1.9965231631596166e+03
   8.5951650720176542e-01   1.9996009932247996e+03   1.9985616903349535e+03
   8.5865211811694331e-01   2.0016406042241335e+03   2.0006002366628611e+03
   8.5778772903212130e-01   2.0036802343943789e+03   2.0026388021426717e+03
   8.5692333994729930e-01   2.0057198837348676e+03   2.0046773867737193e+03
   8.5605895086247730e-01   2.0077595522449292e+03   2.0067159905553324e+03
   8.5519456177765518e-01   2.0097992399238965e+03   2.0087546134868455e+03
   8.5433017269283318e-01   2.0118389467710992e+03   2.0107932555675900e+03
   8.5346578360801129e-01   2.0138786727858683e+03   2.0128319167968980e+03
   8.5260139452318917e-01   2.0159184179675356e+03   2.0148705971741019e+03
   8.5173700543836728e-01   2.0179581823154317e+03   2.0169092966985331e+03
   8.5087261635354516e-01   2.0199979658288876e+03   2.0189480153695235e+03
   8.5000822726872327e-01   2.0220377685072333e+03   2.0209867531864056e+03
   8.4914383818390116e-01   2.0240775903498011e+03   2.0230255101485113e+03
   8.4827944909907926e-01   2.0261174313559211e+03   2.0250642862551731e+03
   8.4741506001425715e-01   2.0281572915249253e+03   2.0271030815057220e+03
   8.4655067092943515e-01   2.0301971708561434e+03   2.0291418958994907e+03
   8.4568628184461314e-01   2.0322370693489065e+03   2.0311807294358109e+03
   8.4482189275979114e-01   2.0342769870025461e+03   2.0332195821140140e+03
   8.4395750367496913e-01   2.0363169238163923e+03   2.0352584539334325e+03
   8.4309311459014702e-01   2.0383568797897763e+03   2.0372973448933988e+03
   8.4222872550532513e-01   2.0403968549220290e+03   2.0393362549932438e+03
   8.4136433642050301e-01   2.0424368492124811e+03   2.0413751842322999e+03
   8.4049994733568112e-01   2.0444768626604639e+03   2.0434141326098986e+03
   8.3963555825085900e-01   2.0465168952653082e+03   2.0454531001253727e+03
   8.3877116916603711e-01   2.0485569470263436e+03   2.0474920867780531e+03
   8.3790678008121500e-01   2.0505970179429019e+03   2.0495310925672720e+03
   8.3704239099639299e-01   2.0526371080143144e+03   2.0515701174923615e+03
   8.3617800191157099e-01   2.0546772172399110e+03   2.0536091615526534e+03
   8.3531361282674899e-01   2.0567173456190226e+03   2.0556482247474787e+03
   8.3444922374192698e-01   2.0587574931509798e+03   2.0576873070761703e+03
   8.3358483465710498e-01   2.0607976598351142e+03   2.0597264085380593e+03
   8.3272044557228286e-01   2.0628378456707555e+03   2.0617655291324777e+03
   8.3185605648746097e-01   2.0648780506572343e+03   2.0638046688587574e+03
   8.3099166740263886e-01   2.0669182747938830e+03   2.0658438277162300e+03
   8.3012727831781696e-01   2.0689585180800304e+03   2.0678830057042273e+03
   8.2926288923299485e-01   2.0709987805150081e+03   2.0699222028220815e+03
   8.2839850014817284e-01   2.0730390620981470e+03   2.0719614190691232e+03
   8.2753411106335095e-01   2.0750793628287770e+03   2.0740006544446851e+03
   8.2666972197852884e-01   2.0771196827062295e+03   2.0760399089480979e+03
   8.2580533289370694e-01   2.0791600217298346e+03   2.0780791825786955e+03
   8.2494094380888483e-01   2.0812003798989226e+03   2.0801184753358075e+03
   8.2429943314860676e-01   2.0832407572128254e+03   2.0821577872187663e+03
   8.2365792248832859e-01   2.0852811536708723e+03   2.0841971182269031e+03
   8.2301641182805052e-01   2.0873215692723948e+03   2.0862364683595501e+03
   8.2237490116777245e-01   2.0893620040167234e+03   2.0882758376160386e+03
   8.2173339050749428e-01   2.0914024579031884e+03   2.0903152259957010e+03
   8.2109187984721621e-01   2.0934429309311204e+03   2.0923546334978682e+03
   8.2045036918693803e-01   2.0954834230998499e+03   2.0943940601218719e+03
   8.1980885852666008e-01   2.0975239344087076e+03   2.0964335058670440e+03
   8.1916734786638190e-01   2.0995644648570237e+03   2.0984729707327156e+03
   8.1852583720610395e-01   2.1016050144441301e+03   2.1005124547182190e+03
   8.1788432654582577e-01   2.1036455831693552e+03   2.1025519578228846e+03
   8.1724281588554770e-01   2.1056861710320309e+03   2.1045914800460446e+03
   8.1660130522526952e-01   2.1077267780314874e+03   2.1066310213870320e+03
   8.1595979456499146e-01   2.1097674041670543e+03   2.1086705818451765e+03
   8.1531828390471328e-01   2.1118080494380642e+03   2.1107101614198095e+03
   8.1467677324443522e-01   2.1138487138438463e+03   2.1127497601102641e+03
   8.1403526258415704e-01   2.1158893973837303e+03   2.1147893779158708e+03
   8.1339375192387908e-01   2.1179301000570476e+03   2.1168290148359606e+03
   8.1275224126360091e-01   2.1199708218631290e+03   2.1188686708698665e+03
   8.1211073060332284e-01   2.1220115628013032e+03   2.1209083460169177e+03
   8.1146921994304477e-01   2.1240523228709030e+03   2.1229480402764480e+03
   8.1082770928276671e-01   2.1260931020712560e+03   2.1249877536477875e+03
   8.1018619862248853e-01   2.1281339004016954e+03   2.1270274861302692e+03
   8.0954468796221046e-01   2.1301747178615506e+03   2.1290672377232222e+03
   8.0890317730193240e-01   2.1322155544501516e+03   2.1311070084259795e+03
   8.0826166664165422e-01   2.1342564101668286e+03   2.1331467982378722e+03
   8.0762015598137615e-01   2.1362972850109127e+03   2.1351866071582322e+03
   8.0697864532109809e-01   2.1383381789817331e+03   2.1372264351863892e+03
   8.0633713466081991e-01   2.1403790920786214e+03   2.1392662823216770e+03
   8.0569562400054184e-01   2.1424200243009072e+03   2.1413061485634253e+03
   8.0505411334026378e-01   2.1444609756479213e+03   2.1433460339109661e+03
   8.0441260267998560e-01   2.1465019461189931e+03   2.1453859383636295e+03
   8.0377109201970753e-01   2.1485429357134535e+03   2.1474258619207494e+03
   8.0312958135942947e-01   2.1505839444306334e+03   2.1494658045816554e+03
   8.0248807069915140e-01   2.1526249722698622e+03   2.1515057663456787e+03
   8.0184656003887322e-01   2.1546660192304707e+03   2.1535457472121516e+03
   8.0120504937859516e-01   2.1567070853117880e+03   2.1555857471804043e+03
   8.0056353871831698e-01   2.1587481705131459e+03   2.1576257662497692e+03
   7.9992202805803903e-01   2.1607892748338736e+03   2.1596658044195760e+03
   7.9928051739776085e-01   2.1628303982733019e+03   2.1617058616891582e+03
   7.9863900673748267e-01   2.1648715408307608e+03   2.1637459380578453e+03
   7.9799749607720460e-01   2.1669127025055805e+03   2.1657860335249698e+03
   7.9735598541692654e-01   2.1689538832970902e+03   2.1678261480898614e+03
   7.9671447475664847e-01   2.1709950832046220e+03   2.1698662817518525e+03
   7.9607296409637041e-01   2.1730363022275055e+03   2.1719064345102738e+03
   7.9543145343609223e-01   2.1750775403650696e+03   2.1739466063644577e+03
   7.9478994277581405e-01   2.1771187976166461e+03   2.1759867973137339e+03
   7.9414843211553610e-01   2.1791600739815635e+03   2.1780270073574343e+03
   7.9350692145525792e-01   2.1812013694591533e+03   2.1800672364948900e+03
   7.9286541079497985e-01   2.1832426840487451e+03   2.1821074847254317e+03
   7.9223667755637728e-01   2.1852840177496687e+03   2.1841477520483913e+03
   7.9160794431777459e-01   2.1873253705612556e+03   2.1861880384631004e+03
   7.9097921107917191e-01   2.1893667424828341e+03   2.1882283439688881e+03
   7.9035047784056933e-01   2.1914081335137348e+03   2.1902686685650879e+03
   7.8972174460196676e-01   2.1934495436532889e+03   2.1923090122510298e+03
   7.8909301136336418e-01   2.1954909729008245e+03   2.1943493750260445e+03
   7.8846427812476139e-01   2.1975324212556734e+03   2.1963897568894640e+03
   7.8783554488615881e-01   2.1995738887171642e+03   2.1984301578406194e+03
   7.8720681164755624e-01   2.2016153752846280e+03   2.2004705778788407e+03
   7.8657807840895366e-01   2.2036568809573951e+03   2.2025110170034604e+03
   7.8594934517035098e-01   2.2056984057347941e+03   2.2045514752138083e+03
   7.8532061193174829e-01   2.2077399496161561e+03   2.2065919525092163e+03
   7.8469187869314572e-01   2.2097815126008109e+03   2.2086324488890150e+03
   7.8406314545454303e-01   2.2118230946880885e+03   2.2106729643525359e+03
