"","time","d238U_0.01","d238U_0.02","d238U_0.03","d238U_0.04","d238U_0.05","d238U_0.06","d238U_0.07","d238U_0.08","d238U_0.09","d238U_0.1","d238U_0.11","d238U_0.12","d238U_0.13","d238U_0.14","d238U_0.15","d238U_0.16","d238U_0.17","d238U_0.18","d238U_0.19","d238U_0.2","d238U_0.21","d238U_0.22","d238U_0.23","d238U_0.24","d238U_0.25","d238U_0.26","d238U_0.27","d238U_0.28","d238U_0.29","d238U_0.3","d238U_0.31","d238U_0.32","d238U_0.33","d238U_0.34","d238U_0.35","d238U_0.36","d238U_0.37","d238U_0.38","d238U_0.39","d238U_0.4","d238U_0.41","d238U_0.42","d238U_0.43","d238U_0.44","d238U_0.45","d238U_0.46","d238U_0.47","d238U_0.48","d238U_0.49","d238U_0.5","d238U_0.51","d238U_0.52","d238U_0.53","d238U_0.54","d238U_0.55","d238U_0.56","d238U_0.57","d238U_0.58","d238U_0.59","d238U_0.6","d238U_0.61","d238U_0.62","d238U_0.63","d238U_0.64","d238U_0.65","d238U_0.66","d238U_0.67","d238U_0.68","d238U_0.69","d238U_0.7","d238U_0.71","d238U_0.72","d238U_0.73","d238U_0.74","d238U_0.75","d238U_0.76","d238U_0.77","d238U_0.78","d238U_0.79","d238U_0.8","d238U_0.81","d238U_0.82","d238U_0.83","d238U_0.84","d238U_0.85","d238U_0.86","d238U_0.87","d238U_0.88","d238U_0.89","d238U_0.9","d238U_0.91","d238U_0.92","d238U_0.93","d238U_0.94","d238U_0.95","d238U_0.96","d238U_0.97","d238U_0.98","d238U_0.99","d238U_1","Nsw_0.01","Nsw_0.02","Nsw_0.03","Nsw_0.04","Nsw_0.05","Nsw_0.06","Nsw_0.07","Nsw_0.08","Nsw_0.09","Nsw_0.1","Nsw_0.11","Nsw_0.12","Nsw_0.13","Nsw_0.14","Nsw_0.15","Nsw_0.16","Nsw_0.17","Nsw_0.18","Nsw_0.19","Nsw_0.2","Nsw_0.21","Nsw_0.22","Nsw_0.23","Nsw_0.24","Nsw_0.25","Nsw_0.26","Nsw_0.27","Nsw_0.28","Nsw_0.29","Nsw_0.3","Nsw_0.31","Nsw_0.32","Nsw_0.33","Nsw_0.34","Nsw_0.35","Nsw_0.36","Nsw_0.37","Nsw_0.38","Nsw_0.39","Nsw_0.4","Nsw_0.41","Nsw_0.42","Nsw_0.43","Nsw_0.44","Nsw_0.45","Nsw_0.46","Nsw_0.47","Nsw_0.48","Nsw_0.49","Nsw_0.5","Nsw_0.51","Nsw_0.52","Nsw_0.53","Nsw_0.54","Nsw_0.55","Nsw_0.56","Nsw_0.57","Nsw_0.58","Nsw_0.59","Nsw_0.6","Nsw_0.61","Nsw_0.62","Nsw_0.63","Nsw_0.64","Nsw_0.65","Nsw_0.66","Nsw_0.67","Nsw_0.68","Nsw_0.69","Nsw_0.7","Nsw_0.71","Nsw_0.72","Nsw_0.73","Nsw_0.74","Nsw_0.75","Nsw_0.76","Nsw_0.77","Nsw_0.78","Nsw_0.79","Nsw_0.8","Nsw_0.81","Nsw_0.82","Nsw_0.83","Nsw_0.84","Nsw_0.85","Nsw_0.86","Nsw_0.87","Nsw_0.88","Nsw_0.89","Nsw_0.9","Nsw_0.91","Nsw_0.92","Nsw_0.93","Nsw_0.94","Nsw_0.95","Nsw_0.96","Nsw_0.97","Nsw_0.98","Nsw_0.99","Nsw_1","fanox_0.01","fanox_0.02","fanox_0.03","fanox_0.04","fanox_0.05","fanox_0.06","fanox_0.07","fanox_0.08","fanox_0.09","fanox_0.1","fanox_0.11","fanox_0.12","fanox_0.13","fanox_0.14","fanox_0.15","fanox_0.16","fanox_0.17","fanox_0.18","fanox_0.19","fanox_0.2","fanox_0.21","fanox_0.22","fanox_0.23","fanox_0.24","fanox_0.25","fanox_0.26","fanox_0.27","fanox_0.28","fanox_0.29","fanox_0.3","fanox_0.31","fanox_0.32","fanox_0.33","fanox_0.34","fanox_0.35","fanox_0.36","fanox_0.37","fanox_0.38","fanox_0.39","fanox_0.4","fanox_0.41","fanox_0.42","fanox_0.43","fanox_0.44","fanox_0.45","fanox_0.46","fanox_0.47","fanox_0.48","fanox_0.49","fanox_0.5","fanox_0.51","fanox_0.52","fanox_0.53","fanox_0.54","fanox_0.55","fanox_0.56","fanox_0.57","fanox_0.58","fanox_0.59","fanox_0.6","fanox_0.61","fanox_0.62","fanox_0.63","fanox_0.64","fanox_0.65","fanox_0.66","fanox_0.67","fanox_0.68","fanox_0.69","fanox_0.7","fanox_0.71","fanox_0.72","fanox_0.73","fanox_0.74","fanox_0.75","fanox_0.76","fanox_0.77","fanox_0.78","fanox_0.79","fanox_0.8","fanox_0.81","fanox_0.82","fanox_0.83","fanox_0.84","fanox_0.85","fanox_0.86","fanox_0.87","fanox_0.88","fanox_0.89","fanox_0.9","fanox_0.91","fanox_0.92","fanox_0.93","fanox_0.94","fanox_0.95","fanox_0.96","fanox_0.97","fanox_0.98","fanox_0.99","fanox_1"
"cur_d238Usw_quant",0,-0.542174613369861,-0.507381317469917,-0.486477586767059,-0.473210003987452,-0.462731866842444,-0.458025169659026,-0.450668907963482,-0.442982746198546,-0.439052618995866,-0.434384800522218,-0.429570968809754,-0.42540021411179,-0.42163040572229,-0.418824949847375,-0.416432886536816,-0.412372508559941,-0.410843430251991,-0.408765159865132,-0.406833067075958,-0.405178808917596,-0.403437576118225,-0.400751869401885,-0.396820518984615,-0.394524792700336,-0.392777679338223,-0.390124173719133,-0.388523122731367,-0.386713818224691,-0.385297202730024,-0.383808632404972,-0.381565383193358,-0.380518140860216,-0.378412191581195,-0.376647531017958,-0.374778516068419,-0.373326822225077,-0.371025869548784,-0.369917199764017,-0.368621951629001,-0.367918603555345,-0.366579026359098,-0.365482840615665,-0.36410855764307,-0.36255397399512,-0.361247879243489,-0.360100438000925,-0.358712147085405,-0.357509459371456,-0.356614620682152,-0.355532898873117,-0.354639370573812,-0.353006251080445,-0.35173649504354,-0.350368534005496,-0.349420997049726,-0.348327749912672,-0.347298222604928,-0.346195882348221,-0.345248181164234,-0.344523769097202,-0.342912004613789,-0.341301844242299,-0.339981125008931,-0.339030157361968,-0.337273647043227,-0.336348855607836,-0.334891478123544,-0.33312901279176,-0.332222256103963,-0.331154671734058,-0.330158528796529,-0.328526830667591,-0.326852397909403,-0.325667700141659,-0.324958012278506,-0.322671137825475,-0.321531537538985,-0.319981028727634,-0.319126723344362,-0.317929079387078,-0.315691805899736,-0.314234024746729,-0.313125478480317,-0.312138624505659,-0.309976232765316,-0.307494795468068,-0.305315296843407,-0.303105542216253,-0.298608170306137,-0.295844186639676,-0.293887581038614,-0.292560738601124,-0.289508454180724,-0.287024023374904,-0.283155031584273,-0.279110782617233,-0.274465981689561,-0.268021986734917,-0.26097414449695,-0.231372540353561,14398657863487,14926853304937.4,15521371355308.8,15906156337517.4,16480887014002.5,16887773600886.6,17035597141738.3,17257273978913.9,17518338317138.9,17696385823453.4,17784036136477.1,18004290412871.8,18197272731326.6,18327226967163,18458253039155.4,18625884728078.1,18760664517556.3,18795600914630.6,18923995396644.8,18981919634400.9,19047649883059.8,19126753286731.6,19200401447748.1,19256923691309.9,19279581193206.6,19359672110036.6,19404290924161.7,19435459254641.3,19498129492246.9,19566063880948.4,19602157785826.8,19631218543880.5,19689795747978.5,19752445711805.8,19782171330968.6,19818057602175.5,19848710112840.7,19922477961450.6,19964997205570.5,20005222092269.3,20041990978578.4,20063610633256.1,20094655497429.4,20144621029070.2,20189206222783.4,20223420278103.7,20241345845131.3,20270176721263.2,20299576991249.6,20328016934906.3,20367600254255.8,20392133641296.8,20416414616981.7,20446685995831.8,20489998698270.3,20526304709039.7,20550867674776.9,20602845395443.2,20630467550375.5,20666042697142.8,20711968797467.9,20749779085252.3,20787180789354.1,20829107476052.4,20858108909650.3,20880808316427.8,20909263210376,20941259448213.2,20964134962646.2,21003466583248.3,21032854476524.4,21056739479532.1,21084505904588.6,21132372864235.3,21165732238982.2,21191609455059.9,21238742178281.1,21283660698389.1,21309459438927.9,21353867802338.9,21392556798056.7,21432615547370.2,21449877687755,21477712986124.4,21533208979327.8,21592679820848.7,21625129097539.6,21707526300871.9,21757643685355.5,21828016197869.6,21894788898004.8,21974981260382.6,22029526243653.5,22050805114587.2,22080097592955.7,22093494675963.2,22114135933826.6,22131607590668.5,22155092625106,24864329932476.3,-3.99570708715161,-3.98271396206348,-3.96283555900819,-3.9475829871091,-3.9314995351832,-3.88039475940627,-3.77887819083594,-3.7285306926596,-3.65596063296127,-3.45796282426159,-3.3858552565094,-3.32931620787034,-3.29990175484847,-3.27791061885698,-3.25731697950488,-3.24459807209901,-3.23453600775245,-3.22585205416874,-3.20818808201919,-3.20501149562745,-3.18864221751925,-3.17676914828169,-3.16469333354349,-3.1510947732233,-3.14494926400726,-3.13420971481811,-3.12503341508484,-3.11606029122122,-3.10682422638894,-3.09947833435484,-3.09092256665237,-3.07934343333074,-3.07277001695527,-3.06605615747324,-3.05857829688382,-3.05253125357277,-3.04793254075213,-3.04200141732603,-3.03206806616155,-3.02514738088009,-3.01349734726882,-3.00498841545865,-2.99846095443994,-2.98594216055815,-2.97829006470567,-2.96866942533985,-2.96254686315815,-2.95631653701084,-2.94835425311914,-2.93976272288685,-2.9334309578043,-2.92775397971485,-2.90973364305068,-2.90151444642757,-2.89608959365625,-2.89221438068539,-2.88363102573556,-2.87485198528409,-2.87035997607871,-2.86334419480189,-2.85875588429502,-2.85131561208972,-2.8403008987321,-2.83353468322512,-2.82226007942621,-2.81440997054621,-2.80771163907409,-2.8031468287174,-2.79443336718884,-2.78680337961599,-2.77122880026146,-2.76388664419044,-2.75607714417821,-2.7513622472068,-2.74690257674738,-2.73977642172365,-2.7341883692896,-2.73093118271396,-2.72319494431465,-2.71476744296228,-2.70636294053224,-2.69704504849588,-2.68622152462431,-2.67900882686531,-2.67266248507663,-2.65579431109024,-2.6474712068622,-2.62620268235356,-2.61674226353381,-2.59616468368962,-2.5713920067618,-2.53765238165263,-2.51689664313793,-2.49427917705646,-2.47213611270071,-2.44798685223346,-2.42662427185614,-2.35149205908553,-2.3119084556128,-2.2098423648354
"cur_d238Usw_quant",1000,-0.542172104753619,-0.507377319082811,-0.486475931266385,-0.473209283645276,-0.462729082295614,-0.45802278507119,-0.450668316143544,-0.442981736873979,-0.439052494001061,-0.434384425122159,-0.429568492283099,-0.425399429335787,-0.4216278410691,-0.418822121136316,-0.416432756495,-0.412372306900874,-0.410842203519697,-0.40876406199948,-0.40683290112067,-0.405177534940324,-0.403437279941219,-0.400751117807297,-0.396819057524848,-0.394524185430395,-0.392776772782885,-0.390123785529694,-0.388522419588122,-0.386713064225245,-0.385296247669491,-0.383807831039385,-0.381565066110488,-0.380517746541809,-0.378411951968649,-0.376646747507553,-0.374777938678027,-0.373326332182461,-0.371025210153689,-0.369915932176144,-0.368621447356191,-0.367918235403048,-0.3665781054233,-0.36548203851472,-0.36410840776579,-0.362553139494646,-0.361247639901845,-0.360099974000304,-0.358711851873071,-0.357508955428682,-0.356614100327385,-0.355531585867149,-0.354638545887829,-0.353005793493237,-0.351735666225622,-0.350368018008583,-0.349420473780592,-0.348327582688168,-0.347297901452753,-0.346194862158597,-0.345247657854694,-0.344522935851837,-0.342911759495845,-0.341301428374061,-0.339980469257357,-0.339029506019264,-0.337273062388917,-0.336348726455414,-0.334891385406926,-0.333128981507579,-0.332221931895609,-0.331153645695604,-0.330157648774509,-0.328526748913078,-0.326852185602115,-0.325667547848504,-0.324957395354427,-0.322670931550031,-0.321531039440143,-0.319980243175627,-0.319126655575038,-0.317928488758394,-0.31569177890224,-0.314233767960559,-0.3131251947885,-0.312138567883397,-0.309975937255914,-0.307494404466709,-0.305315175272316,-0.303105022527041,-0.298607228085585,-0.295843107074107,-0.293887458137765,-0.292560671181058,-0.289508434344378,-0.287024013994863,-0.283154719870574,-0.279110580420501,-0.274465871999228,-0.268021703569831,-0.260974306761972,-0.23137234958657,14398657863487,14926853304937.4,15521371355308.8,15906156337517.4,16480887014002.5,16887773600886.6,17035597141738.3,17257273978913.9,17518338317138.9,17696385823453.4,17784036136477.1,18004290412871.8,18197272731326.6,18327226967163,18458253039155.4,18625884728078.1,18760664517556.3,18795600914630.6,18923995396644.8,18981919634400.9,19047649883059.8,19126753286731.6,19200401447748.1,19256923691309.9,19279581193206.6,19359672110036.6,19404290924161.7,19435459254641.3,19498129492246.9,19566063880948.4,19602157785826.8,19631218543880.5,19689795747978.5,19752445711805.8,19782171330968.6,19818057602175.5,19848710112840.7,19922477961450.6,19964997205570.5,20005222092269.3,20041990978578.4,20063610633256.1,20094655497429.4,20144621029070.2,20189206222783.4,20223420278103.7,20241345845131.3,20270176721263.2,20299576991249.6,20328016934906.3,20367600254255.8,20392133641296.8,20416414616981.7,20446685995831.8,20489998698270.3,20526304709039.7,20550867674776.9,20602845395443.2,20630467550375.5,20666042697142.8,20711968797467.9,20749779085252.3,20787180789354.1,20829107476052.4,20858108909650.3,20880808316427.8,20909263210376,20941259448213.2,20964134962646.2,21003466583248.3,21032854476524.4,21056739479532.1,21084505904588.6,21132372864235.3,21165732238982.2,21191609455059.9,21238742178281.1,21283660698389.1,21309459438927.9,21353867802338.9,21392556798056.7,21432615547370.2,21449877687755,21477712986124.4,21533208979327.8,21592679820848.7,21625129097539.6,21707526300871.9,21757643685355.5,21828016197869.6,21894788898004.8,21974981260382.6,22029526243653.5,22050805114587.2,22080097592955.7,22093494675963.2,22114135933826.6,22131607590668.5,22155092625106,24864329932476.3,-4.0119259316049,-3.98988481249099,-3.97224725834477,-3.93676086852484,-3.90707291651763,-3.8589313311926,-3.7555014051664,-3.68863771396238,-3.62060409805604,-3.44401352873057,-3.35049660199913,-3.29920665598834,-3.26285404214644,-3.24533502052963,-3.23479936668813,-3.21827625840216,-3.2041886983824,-3.19554601384591,-3.1861642550627,-3.17587289506308,-3.15916867012615,-3.14716725280586,-3.13416206248709,-3.12282591494687,-3.11706368169912,-3.10849611284638,-3.09858756766106,-3.09431662461121,-3.08420186409316,-3.0756788974663,-3.06391343423904,-3.05454887108767,-3.04982697716697,-3.04214493760131,-3.03861259761821,-3.03303883313976,-3.02631632205482,-3.01581349215319,-3.01101755910891,-3.00113397814432,-2.99122115382392,-2.9819260707259,-2.97513630694794,-2.96566433598276,-2.95649359088009,-2.95140758459242,-2.9424498252234,-2.93507763000881,-2.92889893100757,-2.91751442429762,-2.90975480995045,-2.90148675040869,-2.88527696188796,-2.88164145552827,-2.87729575039204,-2.87394937242447,-2.86636628802714,-2.85936996569561,-2.85017268485404,-2.84586332744556,-2.83969077011493,-2.83178516779516,-2.82369546114032,-2.81002136037642,-2.79914027531763,-2.79582627569551,-2.78980175041467,-2.78642796178172,-2.77859362317583,-2.76554670034842,-2.75629299808932,-2.74964226866399,-2.74432774479501,-2.73837397400785,-2.73212912351991,-2.72200155349902,-2.71502369994854,-2.70930158833616,-2.70361390783335,-2.6974698657866,-2.69264459463337,-2.68181106667753,-2.67792122733982,-2.66177374228462,-2.65033997112889,-2.64387338168778,-2.62889827760532,-2.61073614337663,-2.6029119902716,-2.57884609022873,-2.55912020702278,-2.52957321323452,-2.50196073388855,-2.48036292929468,-2.46490793945549,-2.44030970787371,-2.41208798900123,-2.34735848454957,-2.29842151335571,-2.18448373812808
"cur_d238Usw_quant",2000,-0.542177305234792,-0.507372032288727,-0.486490930659505,-0.473232768142007,-0.46274743742067,-0.458031742133222,-0.450670449422654,-0.442984870214285,-0.439053243691335,-0.434393107050179,-0.429583507257896,-0.425404353551424,-0.421646115876839,-0.418828672317227,-0.41643520570431,-0.412374757574026,-0.410862837757173,-0.40876506059772,-0.406844263398775,-0.405178666554301,-0.403443431963113,-0.400756020102866,-0.396825934608104,-0.394533281625317,-0.39278604477348,-0.390128902852916,-0.388524879612213,-0.386721814461866,-0.385300630837977,-0.383819622466687,-0.381568431670128,-0.38051969232313,-0.378417382619194,-0.37665353945363,-0.374786998789975,-0.373326650263261,-0.371030294803686,-0.369920975043757,-0.368624380126221,-0.367923468392727,-0.366581037187529,-0.365485787783646,-0.364113541162356,-0.362561987831847,-0.361249363264295,-0.36010609276055,-0.358715517810211,-0.357509530981491,-0.356618481775803,-0.355534779863876,-0.354641302484245,-0.353014038354277,-0.351742673698321,-0.350371209706726,-0.34942555113433,-0.348336323188554,-0.347307512048239,-0.346192376245888,-0.345250625113349,-0.34453032879712,-0.342913541435211,-0.341308182859994,-0.339983944992944,-0.339034750766113,-0.337281978245593,-0.336352455328023,-0.33489832643082,-0.333136032113274,-0.332224429618199,-0.331161179686086,-0.330159397759302,-0.328532453114816,-0.326856346095494,-0.325672393774633,-0.324957540306773,-0.322671098510146,-0.321532824385867,-0.319986629841087,-0.319126291189946,-0.317933299455246,-0.315692722571123,-0.314233470959796,-0.313127735466536,-0.312139972805669,-0.30997886934968,-0.307496538341637,-0.305314904298501,-0.303111378454238,-0.298611457048365,-0.295846152364916,-0.293886387453607,-0.29256464148575,-0.289507823153899,-0.287023774397811,-0.283157259480542,-0.279113749311426,-0.274469257715367,-0.268025406230611,-0.260974380598527,-0.231373138531878,14398465016135.1,14926738295021.4,15520851916777.3,15905776237578,16479955870950.6,16887522959928.9,17035051429925.5,17257244183402.8,17518005405890.2,17695874878420,17783794191613,18003991163228.1,18196536963855.6,18327072613246.4,18458157780603.3,18625719388134.6,18760479963497.4,18795243511121.7,18923869710923.3,18981746054115.2,19047335295826.8,19126531958434.8,19200428313319.8,19256609885401.2,19279481198308.8,19359380940381.6,19404072024593.9,19435199997547,19497779763470,19565784755102.6,19601897377440.3,19631068353673.4,19689583354910.3,19752184524372.3,19781914348623.4,19817755268172.6,19848488093029.8,19922213322911.4,19964880947472.2,20004963147545.8,20041715798321.4,20063483528595.9,20094511615142.8,20144410081822.8,20188838246347,20223267588343.1,20241200056646.4,20270024315419.8,20299303214870,20327820971553.7,20367369037839.2,20391937068546,20416187160925.6,20446470763443.1,20489784567376.5,20526138106160.8,20550600572910.7,20602727403323.9,20630188709279.8,20665974233831.2,20711830462919,20749551853055.5,20786965164056.7,20828896287155.9,20858026158042.7,20880676559858.1,20909191482724.5,20941054682508.1,20963881703248.9,21003353692214.8,21032689808073.4,21056557705862.6,21084283577990.7,21132272483057.5,21165542431209.8,21191518429017.6,21238620455761,21283481350171,21309378228055.3,21353835920766.6,21392397529855.9,21432475122684.4,21449784217046,21477680720583.1,21533067265544.9,21592551429591.4,21625097531620.8,21707403846289.6,21757599592518.3,21827981747053.2,21894732163837.1,21974977824312.1,22029478393398.9,22050773812333.2,22080078192968.2,22093454893281.1,22114136702371.2,22131626771966.9,22155092983896.1,24864341659329.9,-4.01504259996327,-4.00228788891648,-3.95950921128007,-3.92463300018934,-3.88248256331057,-3.83573984140817,-3.71951240273195,-3.66418700484977,-3.58402592264789,-3.42765687108674,-3.30618797015746,-3.26101775109987,-3.23184201250539,-3.21525051482028,-3.20551790690614,-3.19301710443166,-3.18175610329096,-3.16219521157515,-3.15779151608316,-3.14526557719123,-3.12965716419218,-3.11270463392385,-3.10693235186884,-3.09770736072826,-3.09013098393092,-3.08243411836358,-3.07311164804868,-3.06723346654752,-3.05871215936329,-3.05145548929201,-3.04014765530317,-3.0315943856442,-3.02766416282113,-3.01973888902642,-3.01402262944179,-3.00978809361747,-3.00023491404378,-2.99365258904324,-2.98924360954681,-2.97417817596839,-2.96544328216895,-2.95989968732665,-2.95410940722814,-2.94708556188025,-2.9348662474297,-2.9300432217506,-2.92199470070398,-2.91452827230807,-2.90804194657795,-2.89656789543172,-2.88877118675256,-2.87693606624835,-2.86714637958902,-2.86063893332568,-2.85533154456875,-2.85091477283825,-2.84507617215868,-2.83742753641846,-2.83413563288932,-2.82668653308334,-2.82096870217969,-2.80720833719294,-2.79818040531709,-2.78511771612796,-2.77937961336534,-2.77352547308928,-2.7710622402498,-2.76492227330493,-2.75852519304149,-2.75185310789019,-2.74335348139501,-2.73909642213172,-2.73085297381881,-2.72324083176602,-2.71559023074382,-2.7053161788541,-2.69696562092183,-2.69176750503231,-2.68795292572571,-2.68239519478187,-2.67302572202734,-2.66646216532119,-2.65550921248948,-2.64835049576656,-2.63617735138084,-2.62018835649627,-2.60790519663882,-2.59424671344936,-2.58196827693446,-2.55839899493365,-2.53754567281308,-2.51059248180403,-2.48138339008795,-2.4619682178884,-2.44661683177298,-2.42903763563554,-2.40107616082171,-2.34535447324033,-2.28328992855521,-2.15987770674089
"cur_d238Usw_quant",3000,-0.542192711642086,-0.507366900251982,-0.486524662455255,-0.473219259173258,-0.462788952738435,-0.458052604129019,-0.450676068877086,-0.442992840375259,-0.439055457268599,-0.434411752124804,-0.429601428577343,-0.425415988270719,-0.421687464006421,-0.418845972448666,-0.416440617478243,-0.412380269712445,-0.410907457062356,-0.408769345581928,-0.406867849013211,-0.405182699022334,-0.40345681594916,-0.400766995559784,-0.396842009812348,-0.394553094841598,-0.392806763578779,-0.390140316117875,-0.388530890326642,-0.386740910485917,-0.385310924910246,-0.383845535770323,-0.381575946386907,-0.380524250337807,-0.378429182033995,-0.376668486707271,-0.374806560600045,-0.373328122530191,-0.371041761459117,-0.369933048955584,-0.368631133963207,-0.367934941003003,-0.366588421814309,-0.365494859245636,-0.36412469424263,-0.362581514558536,-0.361253358650336,-0.360119419018606,-0.358723558621544,-0.357511628145156,-0.35662843045054,-0.355543107898284,-0.354653583293579,-0.353031990421023,-0.351758384355581,-0.35037843740558,-0.349436635935619,-0.348354237489269,-0.347328021168988,-0.3461888102873,-0.345257601533194,-0.344544381642293,-0.342917576010337,-0.341322795672211,-0.33999198467891,-0.339046512543068,-0.337301195405266,-0.336360496705746,-0.334913155787186,-0.333150838635218,-0.332230034126902,-0.331178076744013,-0.330164295837354,-0.32854452737401,-0.326865254386299,-0.325682821177984,-0.324960040068844,-0.322671702177916,-0.321537330096086,-0.320000931335367,-0.319125705760711,-0.317944013644302,-0.315694835239488,-0.314233854677673,-0.313133309591082,-0.312143008182309,-0.309985430061465,-0.307501488192467,-0.3053147431696,-0.303125427725506,-0.298621191188739,-0.295853832906173,-0.293885747396141,-0.292573156935839,-0.289507262742672,-0.287023320114256,-0.283162963548296,-0.279120671654906,-0.274476581460525,-0.268033573159345,-0.260974202186362,-0.231375019330233,14398035505854.5,14926465686543.1,15519764786198.5,15905055827497.6,16477985731373.7,16886991316814.8,17033903259824.3,17257156447831,17517311776654.8,17695331993411.8,17783275522723.4,18003371009119.3,18194974376295.4,18326731360976.8,18457946065422.2,18625362596016.2,18760090941222.4,18794499856251.4,18923593809576.4,18981375004384.7,19046673085914.4,19126065744693.2,19200464590478.8,19255954419378.8,19279255829341.6,19358773233272.9,19403612122924.5,19434660167571.3,19497047137718.9,19565197015893.9,19601356088921.9,19630746819187.4,19689134854641.9,19751631781653.1,19781379436840.4,19817121862670.8,19848019743620.1,19921649127174.6,19964629791574.6,20004422341981.9,20041142965085.9,20063214891110.7,20094204701564.7,20144040638654.3,20188469758258.9,20222951133000.9,20240893371575.3,20269700980392.1,20298722760269.5,20327409383652.3,20366880815704,20391525281835.5,20415709656127.5,20446118163689.7,20489336289010.1,20525792192563.9,20550040447864.5,20602477373899.9,20629602499865,20665824010188,20711541416963.2,20749068430891.9,20786466082777.8,20828449957835.5,20857847930570.6,20880401148165.1,20909037843227.3,20940621442100.3,20963351293677.9,21003113743380.4,21032345021234,21056178569408.5,21083811123289.1,21132057855521.7,21165141141939.2,21191325099927.1,21238365579152.4,21283103683846,21309206606754.2,21353764087542,21392057700754.2,21432177799525.2,21449588084360.6,21477611847205.7,21532766798250,21592281689419.9,21625016743153.2,21707143685494.9,21757505849083.6,21827908892125.9,21894613801668.7,21974970751097.2,22029376950967.7,22050707989645.4,22080037319617.4,22093368756678.2,22114133587824.9,22131670105652.9,22155094110017,24864366385146.6,-4.01503259996327,-4.0034018706473,-3.9652094224283,-3.91093750820303,-3.85726410059428,-3.81031269580559,-3.70601550697953,-3.63107835325671,-3.55102413723065,-3.40265821358833,-3.27346420297136,-3.22721555171824,-3.20622017192577,-3.18644561032936,-3.17532030072621,-3.16398620917813,-3.151143756179,-3.13822953451493,-3.12149984956824,-3.10946773442812,-3.10259477473462,-3.09003458735532,-3.0793121516882,-3.07016355062232,-3.06464299385963,-3.05759546872255,-3.04690117483826,-3.04010163579966,-3.0321313036042,-3.024746707927,-3.01748583238776,-3.00900835205028,-3.00316207616496,-2.99710936088758,-2.98938374774717,-2.98136151506613,-2.97489157256671,-2.97032804413644,-2.96022129264122,-2.95213161725552,-2.94562539689769,-2.93506392185955,-2.93104052124506,-2.92064733242039,-2.91277355479243,-2.90669997786208,-2.8991438719821,-2.89155362018841,-2.88457141278254,-2.87659885406499,-2.86758558121103,-2.86030987759201,-2.85072080228412,-2.84138021263208,-2.83537801780155,-2.82760697428921,-2.82152850375637,-2.81630495634366,-2.80841655823575,-2.80115319646339,-2.79599706271137,-2.7870007341059,-2.77501593636257,-2.76742343602878,-2.76006387108563,-2.75386577923158,-2.75036760708262,-2.74296064090818,-2.74000403065107,-2.7324938467127,-2.72588180466316,-2.71973407437979,-2.71235884057297,-2.70607422708379,-2.69856330801409,-2.69377488889111,-2.6852288223387,-2.67661414720496,-2.66776041365148,-2.66150101009936,-2.65789598227787,-2.64615624340817,-2.63891035878795,-2.62665146069007,-2.61300615925882,-2.59778132274524,-2.5836533610456,-2.57380519764892,-2.55911535969463,-2.5436927171209,-2.51907243458219,-2.48744799282287,-2.47554038381908,-2.44259953286984,-2.43481983553806,-2.41638771927471,-2.38410392633941,-2.3377263754898,-2.26776779703538,-2.13600766348994
